"Feature","Record Id","Function","Aliases","Cont R1","Cont R2","Cont R3","Low FE R1","Low FE R2","Low FE R3","Low N R1","Low N R2","Low N R3","Salt R1","Salt R2","Salt R3"
"RDEBH05433","jgi.p|Debha1|1529","","0, gene_1529, jgi.p|Debha1|1529, prediction","48","74","60","77","91","39","27","52","37","509","108","162"
"RDEBH04281","jgi.p|Debha1|153","Dihydroxyacetone kinase (EC 2.7.1.29)","0, gene_153, jgi.p|Debha1|153, prediction","1081","1975","921","1682","1676","870","620","1141","1029","11001","2094","4640"
"RDEBH05458","jgi.p|Debha1|1530","Serine/threonine-protein kinase ark1 (EC 2.7.11.1)","., jgi.p|Debha1|1530, mRNA_1530, prediction","95","145","110","92","118","54","55","69","99","679","126","196"
"RDEBH05509","jgi.p|Debha1|1531","","0, gene_1531, jgi.p|Debha1|1531, prediction","25157","44953","32650","36851","41003","20675","16338","38089","13324","4650","1806","2102"
"RDEBH05526","jgi.p|Debha1|1532","Casein kinase (EC 2.7.1.-)","., jgi.p|Debha1|1532, mRNA_1532, prediction","114","167","156","107","92","82","58","115","55","707","242","337"
"RDEBH05550","jgi.p|Debha1|1533","Pseudouridylate synthase (EC 4.2.1.70)","., jgi.p|Debha1|1533, mRNA_1533, prediction","101","147","110","94","96","64","67","102","59","225","90","70"
"RDEBH05581","jgi.p|Debha1|1534","LSU ribosome subunit biogenesis protein NIP7","., jgi.p|Debha1|1534, mRNA_1534, prediction","2100","2610","2248","2125","2229","875","1463","1611","815","281","179","156"
"RDEBH05597","jgi.p|Debha1|1535","Hypothetical protein","., jgi.p|Debha1|1535, mRNA_1535, prediction","269","518","298","383","415","203","216","311","271","970","211","386"
"RDEBH05629","jgi.p|Debha1|1536","","., jgi.p|Debha1|1536, mRNA_1536, prediction","403","1189","492","765","848","500","314","493","652","971","155","303"
"RDEBH05674","jgi.p|Debha1|1537","NADH pyrophosphatase (EC 3.6.1.22)","., jgi.p|Debha1|1537, mRNA_1537, prediction","385","1011","431","1084","1110","498","306","657","433","3510","715","1442"
"RDEBH05695","jgi.p|Debha1|1538","Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)","., jgi.p|Debha1|1538, mRNA_1538, prediction","118","194","75","173","154","77","65","100","107","978","203","391"
"RDEBH05716","jgi.p|Debha1|1539","Cell cycle control protein cwf13","., jgi.p|Debha1|1539, mRNA_1539, prediction","21","22","19","24","27","12","10","25","15","141","55","55"
"RDEBH04306","jgi.p|Debha1|154","Thioredoxin reductase/alkyl hydroperoxide reductase","., jgi.p|Debha1|154, mRNA_154, prediction","26","21","24","29","25","9","17","35","9","15","3","3"
"RDEBH05740","jgi.p|Debha1|1540","DNA binding homeobox transcription factor","., jgi.p|Debha1|1540, mRNA_1540, prediction","60","77","63","62","81","44","32","84","23","439","153","172"
"RDEBH05784","jgi.p|Debha1|1541","","., jgi.p|Debha1|1541, mRNA_1541, prediction","9567","10889","8310","4689","6144","3083","4870","11366","2316","7411","4635","3518"
"RDEBH05804","jgi.p|Debha1|1542","","., jgi.p|Debha1|1542, mRNA_1542, prediction","9216","19460","10075","19819","21365","10127","5918","12832","6001","23360","6834","9425"
"RDEBH05836","jgi.p|Debha1|1543","NADPH dehydrogenase (EC 1.6.99.1)","., jgi.p|Debha1|1543, mRNA_1543, prediction","176","209","167","235","213","98","64","81","86","1803","313","569"
"RDEBH05860","jgi.p|Debha1|1544","NADPH dehydrogenase (EC 1.6.99.1)","., jgi.p|Debha1|1544, mRNA_1544, prediction","1850","3404","1878","2368","2529","1116","1347","1863","1451","5099","1151","2181"
"RDEBH05888","jgi.p|Debha1|1545","NADPH dehydrogenase (EC 1.6.99.1)","., jgi.p|Debha1|1545, mRNA_1545, prediction","271","385","266","377","373","160","147","183","131","4474","1268","1538"
"RDEBH05916","jgi.p|Debha1|1546","Short chain dehydrogenase (EC 1.-.-.-)","., jgi.p|Debha1|1546, mRNA_1546, prediction","587","882","663","972","1009","405","380","505","313","430","202","196"
"RDEBH05945","jgi.p|Debha1|1547","3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41)","., jgi.p|Debha1|1547, mRNA_1547, prediction","295","364","374","239","236","146","202","312","165","565","147","226"
"RDEBH05961","jgi.p|Debha1|1548","Acetyltransferase (EC 2.3.1.-)","., jgi.p|Debha1|1548, mRNA_1548, prediction","76","84","60","140","117","52","25","64","40","336","127","161"
"RDEBH05981","jgi.p|Debha1|1549","SRP72 RNA-binding domain-containing protein","., jgi.p|Debha1|1549, mRNA_1549, prediction","125","110","104","118","112","44","70","127","35","437","120","157"
"RDEBH04342","jgi.p|Debha1|155","","0, gene_155, jgi.p|Debha1|155, prediction","131","107","101","73","85","33","40","100","37","330","114","115"
"RDEBH06022","jgi.p|Debha1|1550","","., jgi.p|Debha1|1550, mRNA_1550, prediction","152","449","221","262","261","187","131","223","249","5142","1201","1987"
"RDEBH06042","jgi.p|Debha1|1551","Aminomethyltransferase (EC 2.1.2.10)","., jgi.p|Debha1|1551, mRNA_1551, prediction","455","1178","525","1346","1488","627","362","1270","1081","2466","653","1095"
"RDEBH06062","jgi.p|Debha1|1552","","., jgi.p|Debha1|1552, mRNA_1552, prediction","9","8","18","12","16","1","4","3","7","32","12","11"
"RDEBH06070","jgi.p|Debha1|1553","Telomer length regulation protein TEL1","., jgi.p|Debha1|1553, mRNA_1553, prediction","287","330","278","283","258","118","138","313","111","388","181","140"
"RDEBH06205","jgi.p|Debha1|1554","","., jgi.p|Debha1|1554, mRNA_1554, prediction","15","26","24","28","34","10","7","24","5","204","74","87"
"RDEBH06241","jgi.p|Debha1|1555","Polyadenylate-binding protein","., jgi.p|Debha1|1555, mRNA_1555, prediction","408","437","545","277","269","139","237","356","117","570","179","255"
"RDEBH06276","jgi.p|Debha1|1556","","., jgi.p|Debha1|1556, mRNA_1556, prediction","183","217","196","123","149","70","92","116","73","301","110","126"
"RDEBH06300","jgi.p|Debha1|1557","","., jgi.p|Debha1|1557, mRNA_1557, prediction","21","13","34","2","5","2","11","10","2","3","6","1"
"RDEBH06324","jgi.p|Debha1|1558","","., jgi.p|Debha1|1558, mRNA_1558, prediction","3074","6132","3369","4611","5103","2357","1661","3901","2107","8945","2401","4062"
"RDEBH06350","jgi.p|Debha1|1559","","., jgi.p|Debha1|1559, mRNA_1559, prediction","248235","171477","252017","89876","119878","51309","143776","256093","34058","28370","22427","16252"
"RDEBH04368","jgi.p|Debha1|156","Heat shock transcription factor","., jgi.p|Debha1|156, mRNA_156, prediction","81","93","94","58","69","38","70","74","31","277","101","124"
"RDEBH06367","jgi.p|Debha1|1560","Cytoskeleton organization protein SLM1","., jgi.p|Debha1|1560, mRNA_1560, prediction","81","130","97","101","75","38","35","73","28","457","159","177"
"RDEBH06402","jgi.p|Debha1|1561","","., jgi.p|Debha1|1561, mRNA_1561, prediction","1197","1808","1391","1324","1571","661","778","1387","531","705","239","391"
"RDEBH06414","jgi.p|Debha1|1562","","., jgi.p|Debha1|1562, mRNA_1562, prediction","3124","4963","3152","4063","4180","1877","1616","3270","1591","3648","1306","1991"
"RDEBH06426","jgi.p|Debha1|1563","19S/PA700 proteasome regulatory particle subunit Rpt2p/S4 (EC 3.6.1.3)","., jgi.p|Debha1|1563, mRNA_1563, prediction","427","614","566","452","460","254","332","450","246","3390","770","1239"
"RDEBH06450","jgi.p|Debha1|1564","Thioredoxin","., jgi.p|Debha1|1564, mRNA_1564, prediction","9738","6409","9849","3758","4628","2125","4849","8734","1514","8002","7579","4172"
"RDEBH06470","jgi.p|Debha1|1565","Hypothetical protein","., jgi.p|Debha1|1565, mRNA_1565, prediction","275","213","321","108","121","88","97","181","57","243","97","90"
"RDEBH06502","jgi.p|Debha1|1566","Peroxisome biogenesis factor ","., jgi.p|Debha1|1566, mRNA_1566, prediction","105","104","63","112","105","32","43","57","39","333","103","169"
"RDEBH06526","jgi.p|Debha1|1567","Serine/threonine kinase receptor (EC 2.7.11.1)","., jgi.p|Debha1|1567, mRNA_1567, prediction","86","68","85","42","74","40","20","51","31","172","68","102"
"RDEBH06591","jgi.p|Debha1|1568","Quinone oxidoreductase (EC 1.6.5.5)","., jgi.p|Debha1|1568, mRNA_1568, prediction","199","385","243","387","385","170","121","257","155","1962","467","892"
"RDEBH06615","jgi.p|Debha1|1569","Quinone oxidoreductase (EC 1.6.5.5)","., jgi.p|Debha1|1569, mRNA_1569, prediction","2724","6806","2679","5419","5423","2358","1634","3042","2701","23887","4658","9302"
"RDEBH04392","jgi.p|Debha1|157","Copper resistance protein CRF1","., jgi.p|Debha1|157, mRNA_157, prediction","62","71","81","58","74","33","40","55","19","221","94","83"
"RDEBH06627","jgi.p|Debha1|1570","Cell division cycle protein CDC50","., jgi.p|Debha1|1570, mRNA_1570, prediction","784","2006","762","1870","1873","884","509","1049","935","7523","1523","2925"
"RDEBH06656","jgi.p|Debha1|1571","Eukaryotic Peptide Chain Release Factor subunit 1 (ERF-1)","., jgi.p|Debha1|1571, mRNA_1571, prediction","699","889","853","599","574","310","469","596","302","2706","784","1056"
"RDEBH06676","jgi.p|Debha1|1572","ATP-dependent RNA helicase MAK5","., jgi.p|Debha1|1572, mRNA_1572, prediction","70","91","53","42","50","32","24","56","20","165","74","58"
"RDEBH06721","jgi.p|Debha1|1573","Hypothetical protein","., jgi.p|Debha1|1573, mRNA_1573, prediction","130","170","163","192","172","73","88","143","61","214","64","78"
"RDEBH06741","jgi.p|Debha1|1574","Hexose transporter","., jgi.p|Debha1|1574, mRNA_1574, prediction","4309","11845","3791","3229","3428","1896","1956","3652","5110","9239","1923","3790"
"RDEBH06774","jgi.p|Debha1|1575","Aspartate aminotransferase (EC 2.6.1.1)","., jgi.p|Debha1|1575, mRNA_1575, prediction","3242","8692","3163","7887","8057","3854","2104","4365","3923","22719","4482","7897"
"RDEBH06794","jgi.p|Debha1|1576","Phosphoglucomutase (EC 5.4.2.2) / Phosphomannomutase (EC 5.4.2.8)","., jgi.p|Debha1|1576, mRNA_1576, prediction","955","2161","919","1361","1491","737","567","963","1056","6455","1194","2805"
"RDEBH06827","jgi.p|Debha1|1577","","., jgi.p|Debha1|1577, mRNA_1577, prediction","286","316","359","223","255","124","162","274","107","928","215","345"
"RDEBH06867","jgi.p|Debha1|1578","Superfamily I DNA helicases and helicase subunits","., jgi.p|Debha1|1578, mRNA_1578, prediction","175","252","196","191","193","104","127","260","71","315","108","128"
"RDEBH06909","jgi.p|Debha1|1579","SSU ribosomal protein MRPS15","., jgi.p|Debha1|1579, mRNA_1579, prediction","320","557","348","449","423","207","267","295","217","933","265","389"
"RDEBH04441","jgi.p|Debha1|158","Alanyl-tRNA synthetase (EC 6.1.1.7)","., jgi.p|Debha1|158, mRNA_158, prediction","792","819","863","785","825","399","483","803","306","1869","636","971"
"RDEBH06935","jgi.p|Debha1|1580","MIND kinetochore complex component NNF1","., jgi.p|Debha1|1580, mRNA_1580, prediction","366","593","433","433","431","205","240","300","212","383","172","167"
"RDEBH06947","jgi.p|Debha1|1581","","., jgi.p|Debha1|1581, mRNA_1581, prediction","857","1267","803","1262","1175","476","595","715","499","2463","711","901"
"RDEBH06959","jgi.p|Debha1|1582","FERRIOXAMINE B PERMEASE","., jgi.p|Debha1|1582, mRNA_1582, prediction","4463","9567","5757","16074","15390","7414","4003","9151","6891","43528","9250","16139"
"RDEBH06999","jgi.p|Debha1|1583","Carbamoyl-phosphate synthase, arginine-specific, large chain (EC 6.3.5.5)","., jgi.p|Debha1|1583, mRNA_1583, prediction","1926","2916","1990","2632","2542","1159","1098","2130","841","5008","1441","2116"
"RDEBH07051","jgi.p|Debha1|1584","Phosphatidylinositol N-acetylglucosaminyltransferase complex, subunit P (EC 2.4.1.198)","., jgi.p|Debha1|1584, mRNA_1584, prediction","211","263","232","207","206","82","104","177","73","355","249","190"
"RDEBH07059","jgi.p|Debha1|1585","Importin beta subunit","., jgi.p|Debha1|1585, mRNA_1585, prediction","500","541","503","440","406","222","240","460","169","771","221","356"
"RDEBH07092","jgi.p|Debha1|1586","SH3 cytoskeleton family protein","., jgi.p|Debha1|1586, mRNA_1586, prediction","62","50","54","37","46","16","28","53","19","214","71","79"
"RDEBH07136","jgi.p|Debha1|1587","Plasma membrane iron permease","., jgi.p|Debha1|1587, mRNA_1587, prediction","347","537","481","357","386","162","284","371","252","1233","381","496"
"RDEBH07161","jgi.p|Debha1|1588","PHOSPHATIDYLGLYCEROL/PHOSPHATIDYLINOSITOL TRANSFER PROTEIN","., jgi.p|Debha1|1588, mRNA_1588, prediction","6845","9900","7306","7909","9231","4391","4314","8695","2591","12188","5414","6135"
"RDEBH07173","jgi.p|Debha1|1589","Sulfate transporter","., jgi.p|Debha1|1589, mRNA_1589, prediction","651","1900","807","1844","2049","1053","431","874","855","2565","431","1255"
"RDEBH04486","jgi.p|Debha1|159","Serine/threonine protein phosphatase PPQ (EC 3.1.3.16)","., jgi.p|Debha1|159, mRNA_159, prediction","2352","2387","2243","1430","1679","783","963","1480","1106","16071","3045","6743"
"RDEBH07222","jgi.p|Debha1|1590","","., jgi.p|Debha1|1590, mRNA_1590, prediction","149","172","174","227","248","122","110","162","88","512","133","230"
"RDEBH07242","jgi.p|Debha1|1591","DBF4-dependent kinase, catalytic subunit CDC7 (EC 2.7.1.-)","., jgi.p|Debha1|1591, mRNA_1591, prediction","110","95","111","104","82","55","49","87","44","453","149","211"
"RDEBH07274","jgi.p|Debha1|1592","Hypothetical protein","., jgi.p|Debha1|1592, mRNA_1592, prediction","1092","2438","1256","1645","1786","921","748","1400","1101","1547","439","718"
"RDEBH07291","jgi.p|Debha1|1593","ERP3 protein precursor","., jgi.p|Debha1|1593, mRNA_1593, prediction","1972","2983","1637","2096","2214","1013","1515","1634","1131","2041","1068","867"
"RDEBH07299","jgi.p|Debha1|1594","DNA-directed RNA polymerases I and III 40 kDa polypeptide (EC 2.7.7.6)","., jgi.p|Debha1|1594, mRNA_1594, prediction","382","851","401","637","646","311","275","398","446","1038","175","381"
"RDEBH07319","jgi.p|Debha1|1595","","., jgi.p|Debha1|1595, mRNA_1595, prediction","139","325","149","365","291","171","44","128","123","494","104","228"
"RDEBH07339","jgi.p|Debha1|1596","","., jgi.p|Debha1|1596, mRNA_1596, prediction","118","148","118","101","99","33","77","94","32","72","64","41"
"RDEBH07343","jgi.p|Debha1|1597","","., jgi.p|Debha1|1597, mRNA_1597, prediction","439","900","458","896","867","426","255","482","283","3032","660","1371"
"RDEBH07367","jgi.p|Debha1|1598","Transcriptional repressor","., jgi.p|Debha1|1598, mRNA_1598, prediction","409","420","422","208","197","109","179","216","139","508","186","210"
"RDEBH07425","jgi.p|Debha1|1599","Lanosterol synthase (EC 5.4.99.7)","., jgi.p|Debha1|1599, mRNA_1599, prediction","325","775","354","643","666","346","246","371","396","3097","512","1273"
"RDEBH00404","jgi.p|Debha1|16","Acyl-CoA thioesterase II (EC 3.1.2.-)","., jgi.p|Debha1|16, mRNA_16, prediction","174","194","95","181","205","82","88","152","77","868","208","316"
"RDEBH04519","jgi.p|Debha1|160","ATP-binding cassette multidrug transporter","., jgi.p|Debha1|160, mRNA_160, prediction","569","902","620","517","545","257","263","491","372","735","178","268"
"RDEBH07457","jgi.p|Debha1|1600","Allantoinase (EC 3.5.2.5)","., jgi.p|Debha1|1600, mRNA_1600, prediction","201","305","214","323","349","161","131","189","153","1831","334","899"
"RDEBH07495","jgi.p|Debha1|1601","","., jgi.p|Debha1|1601, mRNA_1601, prediction","701","1920","800","2054","1867","914","500","1036","919","14681","2803","6058"
"RDEBH07527","jgi.p|Debha1|1602","","., jgi.p|Debha1|1602, mRNA_1602, prediction","270","276","320","191","171","86","86","152","91","491","260","236"
"RDEBH07580","jgi.p|Debha1|1603","","., jgi.p|Debha1|1603, mRNA_1603, prediction","101","86","80","89","128","38","77","63","18","748","483","326"
"RDEBH07592","jgi.p|Debha1|1604","Sugar-proton symporter","., jgi.p|Debha1|1604, mRNA_1604, prediction","25","33","21","55","47","18","22","37","14","145","36","69"
"RDEBH07642","jgi.p|Debha1|1605","Sugar-proton symporter","., jgi.p|Debha1|1605, mRNA_1605, prediction","130","150","140","116","119","52","54","141","45","248","70","109"
"RDEBH07670","jgi.p|Debha1|1606","Sugar-proton symporter","., jgi.p|Debha1|1606, mRNA_1606, prediction","191","254","179","272","260","128","77","171","55","1099","311","488"
"RDEBH07713","jgi.p|Debha1|1607","ADP-ribosylation factor GTPase-activating protein GLO3","0, gene_1607, jgi.p|Debha1|1607, prediction","1201","1830","1317","2128","2085","1051","776","1798","908","4755","1193","2084"
"RDEBH07739","jgi.p|Debha1|1608","Mitochondrial import inner membrane translocase subunit TIM44 precursor","., jgi.p|Debha1|1608, mRNA_1608, prediction","568","922","671","905","842","375","479","721","373","1720","447","662"
"RDEBH07763","jgi.p|Debha1|1609","Kynurenine 3-monooxygenase (EC 1.14.13.9)","., jgi.p|Debha1|1609, mRNA_1609, prediction","425","1248","400","924","934","462","252","459","560","2492","343","925"
"RDEBH04580","jgi.p|Debha1|161","Phosphate system cyclin PHO80","., jgi.p|Debha1|161, mRNA_161, prediction","265","517","287","431","422","214","169","403","183","660","218","267"
"RDEBH07784","jgi.p|Debha1|1610","","., jgi.p|Debha1|1610, mRNA_1610, prediction","52","58","64","35","42","12","26","51","15","373","215","127"
"RDEBH07833","jgi.p|Debha1|1611","SUMO-specific protease Ulp2 (EC 3.4.22.-)","., jgi.p|Debha1|1611, mRNA_1611, prediction","54","69","40","72","66","25","23","58","20","222","107","103"
"RDEBH07873","jgi.p|Debha1|1612","romA gene","., jgi.p|Debha1|1612, mRNA_1612, prediction","682","1382","764","1812","1630","726","480","888","475","2240","748","1164"
"RDEBH07894","jgi.p|Debha1|1613","Heat shock protein","., jgi.p|Debha1|1613, mRNA_1613, prediction","44707","16121","40874","15131","14590","6635","18244","38959","3374","39757","59893","25256"
"RDEBH07907","jgi.p|Debha1|1614","Thymidylate synthase (EC 2.1.1.45)","., jgi.p|Debha1|1614, mRNA_1614, prediction","317","699","292","743","733","324","210","335","324","1979","412","845"
"RDEBH07924","jgi.p|Debha1|1615","","., jgi.p|Debha1|1615, mRNA_1615, prediction","68","87","85","104","92","35","38","72","15","582","183","231"
"RDEBH07961","jgi.p|Debha1|1616","Cytoskeleton structure protein DAD2","., jgi.p|Debha1|1616, mRNA_1616, prediction","92","97","58","130","102","37","76","63","42","220","152","119"
"RDEBH07973","jgi.p|Debha1|1617","Nucleoporin NUP133","., jgi.p|Debha1|1617, mRNA_1617, prediction","240","272","229","213","183","101","128","184","82","604","213","278"
"RDEBH08036","jgi.p|Debha1|1618","","., jgi.p|Debha1|1618, mRNA_1618, prediction","194","298","252","144","189","89","109","107","111","311","67","101"
